artist,date,rank,title,weeks
Chris Brown,2018-01-13,14,Heartbreak On A Full Moon,3
Bruno Mars,2018-01-13,15,24K Magic,2
Kodak Black,2018-01-13,16,Project Baby Two,2
Drake,2018-01-13,17,More Life,1
Various Artists,2018-01-13,18,"Quality Control: Control The Streets, Volume 1",5
SZA,2018-01-13,19,Ctrl,3
Soundtrack,2018-01-13,20,Pitch Perfect 3,20
Lil Pump,2018-01-13,21,Lil Pump,3
21 Savage,2018-01-13,22,Without Warning,4
NF,2018-01-13,23,Perception,1
Original Broadway Cast Recording,2018-01-13,24,Hamilton: An American Musical,3
Halsey,2018-01-13,25,Hopeless Fountain Kingdom,1
P!nk,2018-01-13,26,Beautiful Trauma,1
The Weeknd,2018-01-13,27,Starboy,1
Kane Brown,2018-01-13,28,Kane Brown,5
Thomas Rhett,2018-01-13,29,Life Changes,1
Chris Stapleton,2018-01-13,30,From A Room - Volume 2,2
Xxxtentacion,2018-01-13,31,17,2
Migos,2018-01-13,32,Culture,1
Maroon 5,2018-01-13,33,Red Pill Blues,2
Luke Bryan,2018-01-13,34,What Makes You Country,1
Soundtrack,2018-01-13,35,Moana,2
Chris Stapleton,2018-01-13,36,Traveller,1
Big Sean,2018-01-13,37,Double Or Nothing,6
A Boogie Wit Da Hoodie,2018-01-13,38,The Bigger Artist,4
Portugal. The Man,2018-01-13,39,Woodstock,32
Drake,2018-01-13,40,Views,1
Miguel,2018-01-13,41,War And Leisure,9
21 Savage,2018-01-13,42,Issa Album,2
Dua Lipa,2018-01-13,43,Dua Lipa,43
A$AP Ferg,2018-01-13,44,Still Striving,12
Alan Jackson,2018-01-13,45,Precious Memories Collection,33
Shawn Mendes,2018-01-13,46,Illuminate,1
Ed Sheeran,2018-01-13,47,X,1
Soundtrack,2018-01-13,48,Bright: The Album,48
Niall Horan,2018-01-13,49,Flicker,1
Travis Scott,2018-01-13,50,Birds In The Trap Sing McKnight,1
Gucci Mane,2018-01-13,51,Mr. Davis,2
Logic,2018-01-13,52,Everybody,1
Imagine Dragons,2018-01-13,53,Night Visions,2
Twenty One Pilots,2018-01-13,54,Blurryface,1
Eminem,2018-01-13,55,Curtain Call: The Hits,1
Bebe Rexha,2018-01-13,56,"All Your Fault, Pt. 2",56
Five Finger Death Punch,2018-01-13,57,A Decade Of Destruction,29
Macklemore,2018-01-13,58,Gemini,2
Russ,2018-01-13,59,There's Really A Wolf,7
Chris Stapleton,2018-01-13,60,From A Room: Volume 1,2
Ke$ha,2018-01-13,61,Rainbow,1
Ozuna,2018-01-13,62,Odisea,22
Brett Young,2018-01-13,63,Brett Young,18
Tom Petty,2018-01-13,64,Greatest Hits,2
The Chainsmokers,2018-01-13,65,Memories... Do Not Open,1
Drake,2018-01-13,66,Take Care,1
Soundtrack,2018-01-13,67,The Fate Of The Furious: The Album,10
Luke Combs,2018-01-13,68,This One's For You,5
Various Artists,2018-01-13,69,Now 64,12
Sam Smith,2018-01-13,70,In The Lonely Hour,2
Soundtrack,2018-01-13,71,Trolls,3
BTS,2018-01-13,72,Love Yourself: 'Her',7
Kendrick Lamar,2018-01-13,73,"Good Kid, M.A.A.D City",2
Taylor Swift,2018-01-13,74,1989,1
DJ Khaled,2018-01-13,75,Grateful,1
Young Jeezy,2018-01-13,76,Pressure,6
Gucci Mane,2018-01-13,77,El Gato: The Human Glacier,77
Rihanna,2018-01-13,78,ANTI,1
Trippie Redd,2018-01-13,79,A Love Letter To You,79
N*E*R*D,2018-01-13,80,No One Ever Really Dies,31
Elton John,2018-01-13,81,Diamonds,23
PnB Rock,2018-01-13,82,Catch These Vibes,17
YoungBoy Never Broke Again,2018-01-13,83,Ai Youngboy,24
J. Cole,2018-01-13,84,2014 Forest Hills Drive,1
2 Chainz,2018-01-13,85,Pretty Girls Like Trap Music,2
Calvin Harris,2018-01-13,86,Funk Wav Bounces Volume 1,2
H.e.r.,2018-01-13,87,H.e.r.,87
Harry Styles,2018-01-13,88,Harry Styles,1
Future,2018-01-13,89,Future,1
Queen,2018-01-13,90,Greatest Hits I Ii & Iii: The Platinum Collection,58
Panic! At The Disco,2018-01-13,91,Death Of A Bachelor,1
U2,2018-01-13,92,Songs Of Experience,1
Sam Hunt,2018-01-13,93,Montevallo,3
Blackbear,2018-01-13,94,Digital Druglord,14
Kenny Chesney,2018-01-13,95,Live In No Shoes Nation,1
The Weeknd,2018-01-13,96,Beauty Behind The Madness,1
Halsey,2018-01-13,97,Badlands,2
Chance The Rapper,2018-01-13,98,Coloring Book,8
Shania Twain,2018-01-13,99,Now,1
Bryson Tiller,2018-01-13,100,T R A P S O U L,8
Eminem,2018-01-06,1,Revival,1
Taylor Swift,2018-01-06,2,Reputation,1
G-Eazy,2018-01-06,3,The Beautiful And Damned,3
Ed Sheeran,2018-01-06,4,Divide,1
Pentatonix,2018-01-06,5,A Pentatonix Christmas,1
Young Jeezy,2018-01-06,6,Pressure,6
Sam Smith,2018-01-06,7,The Thrill Of It All,1
Luke Bryan,2018-01-06,8,What Makes You Country,1
Garth Brooks,2018-01-06,9,"The Anthology: Part I, The First Five Years",4
Chris Stapleton,2018-01-06,10,From A Room - Volume 2,2
Michael Bublé,2018-01-06,11,Christmas,1
Soundtrack,2018-01-06,12,Star Wars - The Last Jedi,12
Post Malone,2018-01-06,13,Stoney,4
Pentatonix,2018-01-06,14,That's Christmas To Me,2
Brockhampton,2018-01-06,15,Saturation 2,15
Kendrick Lamar,2018-01-06,16,DAMN.,1
Imagine Dragons,2018-01-06,17,Evolve,2
Lil Uzi Vert,2018-01-06,18,Luv Is Rage 2,1
Various Artists,2018-01-06,19,"Quality Control: Control The Streets, Volume 1",5
Chris Brown,2018-01-06,20,Heartbreak On A Full Moon,3
Gwen Stefani,2018-01-06,21,You Make It Feel Like Christmas,16
P!nk,2018-01-06,22,Beautiful Trauma,1
Josh Groban,2018-01-06,23,Noel,1
Mariah Carey,2018-01-06,24,Merry Christmas,19
Original Broadway Cast Recording,2018-01-06,25,Hamilton: An American Musical,3
Khalid,2018-01-06,26,American Teen,4
Asking Alexandria,2018-01-06,27,Asking Alexandria,27
Linkin Park,2018-01-06,28,One More Light,1
SZA,2018-01-06,29,Ctrl,3
Demi Lovato,2018-01-06,30,Tell Me You Love Me,3
N*E*R*D,2018-01-06,31,No One Ever Really Dies,31
U2,2018-01-06,32,Songs Of Experience,1
Alan Jackson,2018-01-06,33,Precious Memories Collection,33
Soundtrack,2018-01-06,34,A Charlie Brown Christmas,23
Chris Stapleton,2018-01-06,35,From A Room: Volume 1,2
Kodak Black,2018-01-06,36,Project Baby Two,2
Bruno Mars,2018-01-06,37,24K Magic,2
Boosie Badazz,2018-01-06,38,Boopac,38
Big Sean,2018-01-06,39,Double Or Nothing,6
21 Savage,2018-01-06,40,Without Warning,4
Lil Pump,2018-01-06,41,Lil Pump,3
Thomas Rhett,2018-01-06,42,Life Changes,1
Chris Stapleton,2018-01-06,43,Traveller,1
Lindsey Stirling,2018-01-06,44,Warmer In The Winter,22
Frank Sinatra,2018-01-06,45,Ultimate Christmas,42
Maroon 5,2018-01-06,46,Red Pill Blues,2
Halsey,2018-01-06,47,Hopeless Fountain Kingdom,1
Nat King Cole,2018-01-06,48,The Christmas Song,47
Kane Brown,2018-01-06,49,Kane Brown,5
Soundtrack,2018-01-06,50,Guardians Of The Galaxy: Awesome Mix Volume 2,4
NF,2018-01-06,51,Perception,1
Soundtrack,2018-01-06,52,Moana,2
Elvis Presley,2018-01-06,53,It's Christmas Time,41
Tom Petty,2018-01-06,54,Greatest Hits,2
Blake Shelton,2018-01-06,55,Texoma Shore,4
Drake,2018-01-06,56,More Life,1
Various Artists,2018-01-06,57,Now 64,12
Xxxtentacion,2018-01-06,58,17,2
Tim McGraw,2018-01-06,59,The Rest Of Our Life,2
Miguel,2018-01-06,60,War And Leisure,9
Soundtrack,2018-01-06,61,Pitch Perfect 3,61
Reba McEntire,2018-01-06,62,My Kind Of Christmas,39
Soundtrack,2018-01-06,63,The Greatest Showman,63
Chloe Kohanski,2018-01-06,64,The Complete Season 13 Collect,64
Sia,2018-01-06,65,Everyday Is Christmas,27
The Beatles,2018-01-06,66,Sgt. Pepper's Lonely Hearts Club Band,3
Soundtrack,2018-01-06,67,Guardians Of The Galaxy: Awesome Mix Volume 1,1
Ed Sheeran,2018-01-06,68,X,1
The Weeknd,2018-01-06,69,Starboy,1
Niall Horan,2018-01-06,70,Flicker,1
A Boogie Wit Da Hoodie,2018-01-06,71,The Bigger Artist,4
Trans-siberian Orchestra,2018-01-06,72,The Lost Christmas Eve,9
Migos,2018-01-06,73,Culture,1
Kelly Clarkson,2018-01-06,74,Meaning Of Life,2
Five Finger Death Punch,2018-01-06,75,A Decade Of Destruction,29
Addison Agen,2018-01-06,76,The Complete Season 13 Collect,76
Soundtrack,2018-01-06,77,Bright: The Album,77
Eminem,2018-01-06,78,Curtain Call: The Hits,1
Gucci Mane,2018-01-06,79,Mr. Davis,2
Celine Dion,2018-01-06,80,These Are Special Times,49
Blake Shelton,2018-01-06,81,"Cheers, It's Christmas.",8
Bing Crosby,2018-01-06,82,The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection,63
Twenty One Pilots,2018-01-06,83,Blurryface,1
Bing Crosby,2018-01-06,84,Christmas Classics,73
Elton John,2018-01-06,85,Diamonds,23
Soundtrack,2018-01-06,86,Trolls,3
A$AP Ferg,2018-01-06,87,Still Striving,12
Drake,2018-01-06,88,Views,1
21 Savage,2018-01-06,89,Issa Album,2
Harry Styles,2018-01-06,90,Harry Styles,1
Sam Smith,2018-01-06,91,In The Lonely Hour,2
Soundtrack,2018-01-06,92,Stranger Things: Music From The Netflix Original Series,92
Luke Combs,2018-01-06,93,This One's For You,5
Travis Scott,2018-01-06,94,Birds In The Trap Sing McKnight,1
Kelly Clarkson,2018-01-06,95,Wrapped In Red,3
The Piano Guys,2018-01-06,96,Christmas Together,27
The Beatles,2018-01-06,97,Abbey Road,70
Taylor Swift,2018-01-06,98,1989,1
Logic,2018-01-06,99,Everybody,1
Ozuna,2018-01-06,100,Odisea,22
Luke Bryan,2017-12-30,1,What Makes You Country,1
Taylor Swift,2017-12-30,2,Reputation,1
Ed Sheeran,2017-12-30,3,Divide,1
Pentatonix,2017-12-30,4,A Pentatonix Christmas,1
Various Artists,2017-12-30,5,"Quality Control: Control The Streets, Volume 1",5
Big Sean,2017-12-30,6,Double Or Nothing,6
Chris Stapleton,2017-12-30,7,From A Room - Volume 2,2
Sam Smith,2017-12-30,8,The Thrill Of It All,1
Michael Bublé,2017-12-30,9,Christmas,1
Post Malone,2017-12-30,10,Stoney,4
Kendrick Lamar,2017-12-30,11,DAMN.,1
Garth Brooks,2017-12-30,12,"The Anthology: Part I, The First Five Years",4
U2,2017-12-30,13,Songs Of Experience,1
Pentatonix,2017-12-30,14,That's Christmas To Me,2
Lil Uzi Vert,2017-12-30,15,Luv Is Rage 2,1
Gwen Stefani,2017-12-30,16,You Make It Feel Like Christmas,16
Imagine Dragons,2017-12-30,17,Evolve,2
Chris Brown,2017-12-30,18,Heartbreak On A Full Moon,3
Mariah Carey,2017-12-30,19,Merry Christmas,19
Khalid,2017-12-30,20,American Teen,4
Josh Groban,2017-12-30,21,Noel,1
Original Broadway Cast Recording,2017-12-30,22,Hamilton: An American Musical,3
Kodak Black,2017-12-30,23,Project Baby Two,2
21 Savage,2017-12-30,24,Without Warning,4
Lil Pump,2017-12-30,25,Lil Pump,3
Demi Lovato,2017-12-30,26,Tell Me You Love Me,3
P!nk,2017-12-30,27,Beautiful Trauma,1
Soundtrack,2017-12-30,28,A Charlie Brown Christmas,23
Miguel,2017-12-30,29,War And Leisure,9
SZA,2017-12-30,30,Ctrl,3
Lindsey Stirling,2017-12-30,31,Warmer In The Winter,22
Chris Stapleton,2017-12-30,32,From A Room: Volume 1,2
Bruno Mars,2017-12-30,33,24K Magic,2
Chris Stapleton,2017-12-30,34,Traveller,1
Maroon 5,2017-12-30,35,Red Pill Blues,2
Drake,2017-12-30,36,More Life,1
Walker Hayes,2017-12-30,37,Boom.,37
Halsey,2017-12-30,38,Hopeless Fountain Kingdom,1
Reba McEntire,2017-12-30,39,My Kind Of Christmas,39
Xxxtentacion,2017-12-30,40,17,2
NF,2017-12-30,41,Perception,1
Frank Sinatra,2017-12-30,42,Ultimate Christmas,42
Thomas Rhett,2017-12-30,43,Life Changes,1
Kane Brown,2017-12-30,44,Kane Brown,5
Tom Petty,2017-12-30,45,Greatest Hits,2
Soundtrack,2017-12-30,46,Moana,2
Nat King Cole,2017-12-30,47,The Christmas Song,47
The Weeknd,2017-12-30,48,Starboy,1
A Boogie Wit Da Hoodie,2017-12-30,49,The Bigger Artist,4
Blake Shelton,2017-12-30,50,Texoma Shore,4
Migos,2017-12-30,51,Culture,1
Elvis Presley,2017-12-30,52,It's Christmas Time,41
Various Artists,2017-12-30,53,Now 64,12
Tim McGraw,2017-12-30,54,The Rest Of Our Life,2
Gucci Mane,2017-12-30,55,Mr. Davis,2
K. Michelle,2017-12-30,56,Kimberly: The People I Used To Know,56
Trans-siberian Orchestra,2017-12-30,57,The Lost Christmas Eve,9
Niall Horan,2017-12-30,58,Flicker,1
Five Finger Death Punch,2017-12-30,59,A Decade Of Destruction,29
Blake Shelton,2017-12-30,60,"Cheers, It's Christmas.",8
Celine Dion,2017-12-30,61,These Are Special Times,49
Ed Sheeran,2017-12-30,62,X,1
Bing Crosby,2017-12-30,63,The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection,63
Drake,2017-12-30,64,Views,1
Soundtrack,2017-12-30,65,Guardians Of The Galaxy: Awesome Mix Volume 2,4
21 Savage,2017-12-30,66,Issa Album,2
Logic,2017-12-30,67,Everybody,1
Kelly Clarkson,2017-12-30,68,Meaning Of Life,2
Barbra Streisand,2017-12-30,69,The Music... The Mem'ries... The Magic!: Live In Concert,69
Sia,2017-12-30,70,Everyday Is Christmas,27
Soundtrack,2017-12-30,71,The Greatest Showman,71
Travis Scott,2017-12-30,72,Birds In The Trap Sing McKnight,1
Bing Crosby,2017-12-30,73,Christmas Classics,73
Pentatonix,2017-12-30,74,That's Christmas To Me / Ptxmas: Deluxe,64
Eminem,2017-12-30,75,Curtain Call: The Hits,1
PnB Rock,2017-12-30,76,Catch These Vibes,17
Various Artists,2017-12-30,77,Now That's What I Call Today's Christmas,34
Sam Smith,2017-12-30,78,In The Lonely Hour,2
Lauren Daigle,2017-12-30,79,Behold: A Christmas Collection,29
Russ,2017-12-30,80,There's Really A Wolf,7
Twenty One Pilots,2017-12-30,81,Blurryface,1
Soundtrack,2017-12-30,82,Trolls,3
Soundtrack,2017-12-30,83,Guardians Of The Galaxy: Awesome Mix Volume 1,1
Soundtrack,2017-12-30,84,The Fate Of The Furious: The Album,10
A$AP Ferg,2017-12-30,85,Still Striving,12
The Piano Guys,2017-12-30,86,Christmas Together,27
Dua Lipa,2017-12-30,87,Dua Lipa,57
Luke Combs,2017-12-30,88,This One's For You,5
Drake,2017-12-30,89,Take Care,1
Kelly Clarkson,2017-12-30,90,Wrapped In Red,3
Taylor Swift,2017-12-30,91,1989,1
Ozuna,2017-12-30,92,Odisea,22
Garth Brooks,2017-12-30,93,Christmas Together,7
Brett Young,2017-12-30,94,Brett Young,18
Harry Styles,2017-12-30,95,Harry Styles,1
Tee Grizzley,2017-12-30,96,Bloodas,96
Future,2017-12-30,97,Super Slimey,2
Elton John,2017-12-30,98,Diamonds,23
The Beatles,2017-12-30,99,Abbey Road,70
Burl Ives,2017-12-30,100,Rudolph The Red-nosed Reindeer,92
U2,2017-12-23,1,Songs Of Experience,1
Chris Stapleton,2017-12-23,2,From A Room - Volume 2,2
Taylor Swift,2017-12-23,3,Reputation,1
Ed Sheeran,2017-12-23,4,Divide,1
Pentatonix,2017-12-23,5,A Pentatonix Christmas,1
Demi Lovato,2017-12-23,6,Tell Me You Love Me,3
Sam Smith,2017-12-23,7,The Thrill Of It All,1
Michael Bublé,2017-12-23,8,Christmas,1
Miguel,2017-12-23,9,War And Leisure,9
Garth Brooks,2017-12-23,10,"The Anthology: Part I, The First Five Years",4
Post Malone,2017-12-23,11,Stoney,4
Pentatonix,2017-12-23,12,That's Christmas To Me,2
Lil Uzi Vert,2017-12-23,13,Luv Is Rage 2,1
Chris Brown,2017-12-23,14,Heartbreak On A Full Moon,3
Imagine Dragons,2017-12-23,15,Evolve,2
Kendrick Lamar,2017-12-23,16,DAMN.,1
Kodak Black,2017-12-23,17,Project Baby Two,2
Khalid,2017-12-23,18,American Teen,4
21 Savage,2017-12-23,19,Without Warning,4
Mariah Carey,2017-12-23,20,Merry Christmas,20
Lil Pump,2017-12-23,21,Lil Pump,3
Josh Groban,2017-12-23,22,Noel,1
P!nk,2017-12-23,23,Beautiful Trauma,1
Original Broadway Cast Recording,2017-12-23,24,Hamilton: An American Musical,3
Bruno Mars,2017-12-23,25,24K Magic,2
Lindsey Stirling,2017-12-23,26,Warmer In The Winter,22
Gwen Stefani,2017-12-23,27,You Make It Feel Like Christmas,23
Chris Stapleton,2017-12-23,28,From A Room: Volume 1,2
Five Finger Death Punch,2017-12-23,29,A Decade Of Destruction,29
Maroon 5,2017-12-23,30,Red Pill Blues,2
SZA,2017-12-23,31,Ctrl,3
Soundtrack,2017-12-23,32,A Charlie Brown Christmas,23
Chris Stapleton,2017-12-23,33,Traveller,1
Drake,2017-12-23,34,More Life,1
Halsey,2017-12-23,35,Hopeless Fountain Kingdom,1
Xxxtentacion,2017-12-23,36,17,2
Blake Shelton,2017-12-23,37,Texoma Shore,4
Gucci Mane,2017-12-23,38,Mr. Davis,2
NF,2017-12-23,39,Perception,1
A Boogie Wit Da Hoodie,2017-12-23,40,The Bigger Artist,4
Danielle Bradbery,2017-12-23,41,I Don't Believe We've Met,41
Various Artists,2017-12-23,42,Now 64,12
Thomas Rhett,2017-12-23,43,Life Changes,1
Kane Brown,2017-12-23,44,Kane Brown,5
Soundtrack,2017-12-23,45,Moana,2
The Weeknd,2017-12-23,46,Starboy,1
The Rolling Stones,2017-12-23,47,On Air,47
Kelly Clarkson,2017-12-23,48,Meaning Of Life,2
Frank Sinatra,2017-12-23,49,Ultimate Christmas,49
Migos,2017-12-23,50,Culture,1
Tim McGraw,2017-12-23,51,The Rest Of Our Life,2
Reba McEntire,2017-12-23,52,My Kind Of Christmas,49
Nat King Cole,2017-12-23,53,The Christmas Song,53
PnB Rock,2017-12-23,54,Catch These Vibes,17
Elvis Presley,2017-12-23,55,It's Christmas Time,41
21 Savage,2017-12-23,56,Issa Album,2
Andy Grammer,2017-12-23,57,The Good Parts,57
Niall Horan,2017-12-23,58,Flicker,1
Fabolous,2017-12-23,59,Friday On Elm Street,10
Trans-siberian Orchestra,2017-12-23,60,The Lost Christmas Eve,9
Celine Dion,2017-12-23,61,These Are Special Times,49
Blake Shelton,2017-12-23,62,"Cheers, It's Christmas.",8
Drake,2017-12-23,63,Views,1
Pentatonix,2017-12-23,64,That's Christmas To Me / Ptxmas: Deluxe,64
Various Artists,2017-12-23,65,Now That's What I Call Today's Christmas,34
Logic,2017-12-23,66,Everybody,1
Travis Scott,2017-12-23,67,Birds In The Trap Sing McKnight,1
Future,2017-12-23,68,Super Slimey,2
Bing Crosby,2017-12-23,69,The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection,69
Moneybagg Yo,2017-12-23,70,Fed Baby's,21
Lauren Daigle,2017-12-23,71,Behold: A Christmas Collection,29
Tom Petty,2017-12-23,72,Greatest Hits,2
A$AP Ferg,2017-12-23,73,Still Striving,12
Blackbear,2017-12-23,74,Cybersex,47
Sam Smith,2017-12-23,75,In The Lonely Hour,2
Ed Sheeran,2017-12-23,76,X,1
Sia,2017-12-23,77,Everyday Is Christmas,27
Jaden Smith,2017-12-23,78,Syre,24
Russ,2017-12-23,79,There's Really A Wolf,7
Lil Baby,2017-12-23,80,Too Hard,80
Twiztid,2017-12-23,81,Twiztid Presents: Year Of The Sword,81
Eminem,2017-12-23,82,Curtain Call: The Hits,1
Soundtrack,2017-12-23,83,Trolls,3
Soundtrack,2017-12-23,84,The Fate Of The Furious: The Album,10
Dua Lipa,2017-12-23,85,Dua Lipa,57
The Piano Guys,2017-12-23,86,Christmas Together,27
Luke Combs,2017-12-23,87,This One's For You,5
Garth Brooks,2017-12-23,88,Christmas Together,7
Drake,2017-12-23,89,Take Care,1
Ozuna,2017-12-23,90,Odisea,22
Soundtrack,2017-12-23,91,Coco,55
Roy Woods,2017-12-23,92,Say Less,92
Twenty One Pilots,2017-12-23,93,Blurryface,1
Bing Crosby,2017-12-23,94,Christmas Classics,94
Elton John,2017-12-23,95,Diamonds,23
Brett Young,2017-12-23,96,Brett Young,18
Chief Keef,2017-12-23,97,Dedication,97
BTS,2017-12-23,98,Love Yourself: 'Her',7
Kelly Clarkson,2017-12-23,99,Wrapped In Red,3
Macklemore,2017-12-23,100,Gemini,2
Taylor Swift,2017-12-16,1,Reputation,1
Pentatonix,2017-12-16,2,A Pentatonix Christmas,1
Sam Smith,2017-12-16,3,The Thrill Of It All,1
Garth Brooks,2017-12-16,4,"The Anthology: Part I, The First Five Years",4
Ed Sheeran,2017-12-16,5,Divide,1
Post Malone,2017-12-16,6,Stoney,4
P!nk,2017-12-16,7,Beautiful Trauma,1
Lil Uzi Vert,2017-12-16,8,Luv Is Rage 2,1
Michael Bublé,2017-12-16,9,Christmas,1
Fabolous,2017-12-16,10,Friday On Elm Street,10
Chris Brown,2017-12-16,11,Heartbreak On A Full Moon,3
Kodak Black,2017-12-16,12,Project Baby Two,2
Imagine Dragons,2017-12-16,13,Evolve,2
Maroon 5,2017-12-16,14,Red Pill Blues,2
Kendrick Lamar,2017-12-16,15,DAMN.,1
Pentatonix,2017-12-16,16,That's Christmas To Me,2
21 Savage,2017-12-16,17,Without Warning,4
Khalid,2017-12-16,18,American Teen,4
Lil Pump,2017-12-16,19,Lil Pump,3
Tim McGraw,2017-12-16,20,The Rest Of Our Life,2
Demi Lovato,2017-12-16,21,Tell Me You Love Me,3
Lindsey Stirling,2017-12-16,22,Warmer In The Winter,22
Gwen Stefani,2017-12-16,23,You Make It Feel Like Christmas,23
Blake Shelton,2017-12-16,24,Texoma Shore,4
Various Artists,2017-12-16,25,Now 64,12
Kelly Clarkson,2017-12-16,26,Meaning Of Life,2
Bruno Mars,2017-12-16,27,24K Magic,2
Josh Groban,2017-12-16,28,Noel,1
Original Broadway Cast Recording,2017-12-16,29,Hamilton: An American Musical,3
Xxxtentacion,2017-12-16,30,17,2
Mariah Carey,2017-12-16,31,Merry Christmas,28
Gucci Mane,2017-12-16,32,Mr. Davis,2
SZA,2017-12-16,33,Ctrl,3
Halsey,2017-12-16,34,Hopeless Fountain Kingdom,1
Thomas Rhett,2017-12-16,35,Life Changes,1
Niall Horan,2017-12-16,36,Flicker,1
Drake,2017-12-16,37,More Life,1
A Boogie Wit Da Hoodie,2017-12-16,38,The Bigger Artist,4
Moneybagg Yo,2017-12-16,39,Fed Baby's,21
PnB Rock,2017-12-16,40,Catch These Vibes,17
Soundtrack,2017-12-16,41,A Charlie Brown Christmas,23
Hopsin,2017-12-16,42,No Shame,42
Soundtrack,2017-12-16,43,Moana,2
Eagles,2017-12-16,44,Hotel California,44
The Weeknd,2017-12-16,45,Starboy,1
Kane Brown,2017-12-16,46,Kane Brown,5
Blackbear,2017-12-16,47,Cybersex,47
Noel Gallagher's High Flying Birds,2017-12-16,48,Who Built The Moon?,48
Reba McEntire,2017-12-16,49,My Kind Of Christmas,49
BTS,2017-12-16,50,Love Yourself: 'Her',7
NF,2017-12-16,51,Perception,1
Jaden Smith,2017-12-16,52,Syre,24
Migos,2017-12-16,53,Culture,1
Frank Sinatra,2017-12-16,54,Ultimate Christmas,54
Soundtrack,2017-12-16,55,Coco,55
21 Savage,2017-12-16,56,Issa Album,2
Chris Stapleton,2017-12-16,57,Traveller,1
Lauren Daigle,2017-12-16,58,Behold: A Christmas Collection,29
Future,2017-12-16,59,Super Slimey,2
Nat King Cole,2017-12-16,60,The Christmas Song,60
Drake,2017-12-16,61,Views,1
Logic,2017-12-16,62,Everybody,1
Elton John,2017-12-16,63,Diamonds,23
Chris Stapleton,2017-12-16,64,From A Room: Volume 1,2
Kelsea Ballerini,2017-12-16,65,Unapologetically,7
Elvis Presley,2017-12-16,66,It's Christmas Time,41
Blake Shelton,2017-12-16,67,"Cheers, It's Christmas.",8
Sia,2017-12-16,68,Everyday Is Christmas,27
Travis Scott,2017-12-16,69,Birds In The Trap Sing McKnight,1
Soundtrack,2017-12-16,70,Trolls,3
A$AP Ferg,2017-12-16,71,Still Striving,12
Celine Dion,2017-12-16,72,These Are Special Times,49
Elvis Presley,2017-12-16,73,Christmas With Elvis And The Royal Philharmonic Orchestra,73
Drake,2017-12-16,74,Take Care,1
Björk,2017-12-16,75,Utopia,75
Dua Lipa,2017-12-16,76,Dua Lipa,57
Bob Seger,2017-12-16,77,I Knew You When,25
Russ,2017-12-16,78,There's Really A Wolf,7
Tom Petty,2017-12-16,79,Greatest Hits,2
Sam Smith,2017-12-16,80,In The Lonely Hour,2
Lil Peep,2017-12-16,81,"Come Over When Yoùre Sober, Pt. 1",38
