artist,date,rank,title,weeks
Lil Uzi Vert,2017-04-22,16,XO Tour Llif3,16
James Arthur,2017-04-22,17,Say You Won't Let Go,17
Rihanna,2017-04-22,18,Love On The Brain,5
Katy Perry,2017-04-22,19,Chained To The Rhythm,4
Big Sean,2017-04-22,20,Bounce Back,6
The Chainsmokers,2017-04-22,21,Closer,1
Julia Michaels,2017-04-22,22,Issues,22
Drake,2017-04-22,23,Passionfruit,8
Khalid,2017-04-22,24,Location,24
Post Malone,2017-04-22,25,Congratulations,25
Migos,2017-04-22,26,T-shirt,19
Bruno Mars,2017-04-22,27,24K Magic,4
Maroon 5,2017-04-22,28,Cold,16
Rae Sremmurd,2017-04-22,29,Swang,29
Alessia Cara,2017-04-22,30,Scars To Your Beautiful,8
Drake,2017-04-22,31,Fake Love,8
Justin Timberlake,2017-04-22,32,Can't Stop The Feeling!,1
Shawn Mendes,2017-04-22,33,Mercy,15
Xxxtentacion,2017-04-22,34,Look At Me!,34
Marian Hill,2017-04-22,35,Down,21
Drake,2017-04-22,36,Portland,9
The Weeknd,2017-04-22,37,Starboy,1
Keith Urban,2017-04-22,38,The Fighter,38
Ayo,2017-04-22,39,Rolex,34
Calvin Harris,2017-04-22,40,Slide,34
Lady GaGa,2017-04-22,41,Million Reasons,4
Jon Pardi,2017-04-22,42,Dirt On My Boots,37
Travis Scott,2017-04-22,43,Goosebumps,43
Brett Young,2017-04-22,44,In Case You Didn't Know,44
Maroon 5,2017-04-22,45,Don't Wanna Know,6
Gucci Mane,2017-04-22,46,Both,41
Adele,2017-04-22,47,Water Under The Bridge,26
Imagine Dragons,2017-04-22,48,Believer,41
Luis Fonsi,2017-04-22,49,Despacito,44
Machine Gun Kelly X Camila Cabello,2017-04-22,50,Bad Things,4
Chris Brown,2017-04-22,51,Party,40
Jason DeRulo,2017-04-22,52,Swalla,52
Thomas Rhett,2017-04-22,53,Craving You,53
Jason Aldean,2017-04-22,54,Any Ol' Barstool,54
Lorde,2017-04-22,55,Green Light,19
Childish Gambino,2017-04-22,56,Redbone,48
Luke Combs,2017-04-22,57,Hurricane,55
Luke Bryan,2017-04-22,58,Fast,58
Logic,2017-04-22,59,Everybody,59
Lady Antebellum,2017-04-22,60,You Look Good,60
Linkin Park,2017-04-22,61,Heavy,52
Drake,2017-04-22,62,Gyalchester,29
Auli'i Cravalho,2017-04-22,63,How Far I'll Go,41
DJ Khaled,2017-04-22,64,Shining,57
Josh Turner,2017-04-22,65,Hometown Girl,65
Dierks Bentley,2017-04-22,66,Black,66
Lauren Alaina,2017-04-22,67,Road Less Traveled,67
Drake,2017-04-22,68,Free Smoke,18
Ed Sheeran,2017-04-22,69,Castle On The Hill,6
Tim McGraw,2017-04-22,70,Speak To A Girl,61
Florida Georgia Line,2017-04-22,71,"God, Your Mama, And Me",71
Train,2017-04-22,72,Play That Song,41
J. Cole,2017-04-22,73,Deja Vu,7
Big Sean,2017-04-22,74,Moves,38
Miranda Lambert,2017-04-22,75,Tin Man,75
Kelsea Ballerini,2017-04-22,76,Yeah Boy,76
Future,2017-04-22,77,Selfish,37
Drake,2017-04-22,78,Blem,38
Russ,2017-04-22,79,Losin Control,77
Brantley Gilbert,2017-04-22,80,The Weekend,69
Enrique Iglesias,2017-04-22,81,Súbeme La Radio,81
Starley,2017-04-22,82,Call On Me,70
Drake,2017-04-22,83,Teenage Fever,35
Nicki Minaj,2017-04-22,84,No Frauds,14
Kendrick Lamar,2017-04-22,85,The Heart Part 4,22
Michael Ray,2017-04-22,86,Think A Little Less,54
Future,2017-04-22,87,Draco,46
Tee Grizzley,2017-04-22,88,First Day Out,88
Drake,2017-04-22,89,Sacrifices,36
Martin Garrix,2017-04-22,90,Scared To Be Lonely,88
The Chainsmokers,2017-04-22,91,The One,91
Alessia Cara,2017-04-22,92,How Far I'll Go,56
Kodak Black,2017-04-22,93,Conscience,93
A Boogie Wit Da Hoodie,2017-04-22,94,Drowning,94
2 Chainz X Gucci Mane X Quavo,2017-04-22,95,Good Drank,92
Calvin Harris,2017-04-22,96,Heatstroke,96
6Lack,2017-04-22,97,Prblms,95
Dan + Shay,2017-04-22,98,How Not To,98
Dwayne Johnson,2017-04-22,99,You're Welcome,65
Rag 'N' Bone Man,2017-04-22,100,Human,100
Ed Sheeran,2017-04-15,1,Shape Of You,1
Bruno Mars,2017-04-15,2,That's What I Like,2
The Chainsmokers,2017-04-15,3,Something Just Like This,3
The Weeknd,2017-04-15,4,I Feel It Coming,4
Kyle,2017-04-15,5,iSpy,5
Migos,2017-04-15,6,Bad And Boujee,1
Zayn,2017-04-15,7,I Don't Wanna Live Forever (Fifty Shades Darker),2
Kodak Black,2017-04-15,8,Tunnel Vision,6
The Chainsmokers,2017-04-15,9,Paris,6
Drake,2017-04-15,10,Passionfruit,8
Clean Bandit,2017-04-15,11,Rockabye,9
Sam Hunt,2017-04-15,12,Body Like A Back Road,12
Katy Perry,2017-04-15,13,Chained To The Rhythm,4
Rihanna,2017-04-15,14,Love On The Brain,5
Kygo,2017-04-15,15,It Ain't Me,12
Big Sean,2017-04-15,16,Bounce Back,6
Zedd,2017-04-15,17,Stay,17
Future,2017-04-15,18,Mask Off,18
James Arthur,2017-04-15,19,Say You Won't Let Go,19
The Chainsmokers,2017-04-15,20,Closer,1
Drake,2017-04-15,21,Portland,9
Kendrick Lamar,2017-04-15,22,The Heart Part 4,22
Julia Michaels,2017-04-15,23,Issues,23
Khalid,2017-04-15,24,Location,24
Migos,2017-04-15,25,T-shirt,19
Shawn Mendes,2017-04-15,26,Mercy,15
Drake,2017-04-15,27,Fake Love,8
Post Malone,2017-04-15,28,Congratulations,28
Bruno Mars,2017-04-15,29,24K Magic,4
Maroon 5,2017-04-15,30,Cold,16
Justin Timberlake,2017-04-15,31,Can't Stop The Feeling!,1
Alessia Cara,2017-04-15,32,Scars To Your Beautiful,8
Marian Hill,2017-04-15,33,Down,21
Rae Sremmurd,2017-04-15,34,Swang,33
The Weeknd,2017-04-15,35,Starboy,1
Ayo,2017-04-15,36,Rolex,34
Lady GaGa,2017-04-15,37,Million Reasons,4
Jon Pardi,2017-04-15,38,Dirt On My Boots,37
Machine Gun Kelly X Camila Cabello,2017-04-15,39,Bad Things,4
Drake,2017-04-15,40,Free Smoke,18
Maroon 5,2017-04-15,41,Don't Wanna Know,6
Xxxtentacion,2017-04-15,42,Look At Me!,42
Drake,2017-04-15,43,Gyalchester,29
Luis Fonsi,2017-04-15,44,Despacito,44
Calvin Harris,2017-04-15,45,Slide,34
Adele,2017-04-15,46,Water Under The Bridge,26
Chris Brown,2017-04-15,47,Party,40
Drake,2017-04-15,48,Blem,38
Lil Uzi Vert,2017-04-15,49,XO Tour Llif3,49
Gucci Mane,2017-04-15,50,Both,41
Brett Young,2017-04-15,51,In Case You Didn't Know,51
Imagine Dragons,2017-04-15,52,Believer,41
Drake,2017-04-15,53,Teenage Fever,35
Childish Gambino,2017-04-15,54,Redbone,48
Luke Combs,2017-04-15,55,Hurricane,55
Drake,2017-04-15,56,Sacrifices,36
Linkin Park,2017-04-15,57,Heavy,52
Auli'i Cravalho,2017-04-15,58,How Far I'll Go,41
Lorde,2017-04-15,59,Green Light,19
Luke Bryan,2017-04-15,60,Fast,60
Tim McGraw,2017-04-15,61,Speak To A Girl,61
Jason Aldean,2017-04-15,62,Any Ol' Barstool,62
Ed Sheeran,2017-04-15,63,Castle On The Hill,6
DJ Khaled,2017-04-15,64,Shining,57
Jason DeRulo,2017-04-15,65,Swalla,65
Zayn,2017-04-15,66,Still Got Time,66
Train,2017-04-15,67,Play That Song,41
Drake,2017-04-15,68,Get It Together,45
Lauren Alaina,2017-04-15,69,Road Less Traveled,69
J. Cole,2017-04-15,70,Deja Vu,7
Big Sean,2017-04-15,71,Moves,38
Josh Turner,2017-04-15,72,Hometown Girl,72
Future,2017-04-15,73,Selfish,37
Keith Urban,2017-04-15,74,The Fighter,53
Nicki Minaj,2017-04-15,75,No Frauds,14
Drake,2017-04-15,76,No Long Talk,40
Russ,2017-04-15,77,Losin Control,77
Michael Ray,2017-04-15,78,Think A Little Less,54
Drake,2017-04-15,79,KMT,48
Starley,2017-04-15,80,Call On Me,70
Brantley Gilbert,2017-04-15,81,The Weekend,69
Drake,2017-04-15,82,4422,50
Drake,2017-04-15,83,Jorja Interlude,49
Drake,2017-04-15,84,Madiba Riddim,51
Drake,2017-04-15,85,Ice Melts,62
Drake,2017-04-15,86,Do Not Disturb,60
Dierks Bentley,2017-04-15,87,Black,87
Kelsea Ballerini,2017-04-15,88,Yeah Boy,88
Drake,2017-04-15,89,Glow,54
Future,2017-04-15,90,Draco,46
Alessia Cara,2017-04-15,91,How Far I'll Go,56
Martin Garrix,2017-04-15,92,Scared To Be Lonely,88
Ed Sheeran,2017-04-15,93,Galway Girl,53
Ariana Grande,2017-04-15,94,Everyday,55
2 Chainz X Gucci Mane X Quavo,2017-04-15,95,Good Drank,92
6Lack,2017-04-15,96,Prblms,95
Drake,2017-04-15,97,Can't Have Everything,82
The Weeknd,2017-04-15,98,Party Monster,16
Drake,2017-04-15,99,Nothings Into Somethings,61
Dwayne Johnson,2017-04-15,100,You're Welcome,65
Ed Sheeran,2017-04-08,1,Shape Of You,1
Bruno Mars,2017-04-08,2,That's What I Like,2
Zayn,2017-04-08,3,I Don't Wanna Live Forever (Fifty Shades Darker),2
Migos,2017-04-08,4,Bad And Boujee,1
The Weeknd,2017-04-08,5,I Feel It Coming,5
Kodak Black,2017-04-08,6,Tunnel Vision,6
The Chainsmokers,2017-04-08,7,Something Just Like This,5
Drake,2017-04-08,8,Passionfruit,8
Drake,2017-04-08,9,Portland,9
The Chainsmokers,2017-04-08,10,Paris,6
Rihanna,2017-04-08,11,Love On The Brain,5
Kyle,2017-04-08,12,iSpy,10
Clean Bandit,2017-04-08,13,Rockabye,9
Big Sean,2017-04-08,14,Bounce Back,6
Drake,2017-04-08,15,Fake Love,8
Sam Hunt,2017-04-08,16,Body Like A Back Road,16
The Chainsmokers,2017-04-08,17,Closer,1
Drake,2017-04-08,18,Free Smoke,18
Katy Perry,2017-04-08,19,Chained To The Rhythm,4
Kygo,2017-04-08,20,It Ain't Me,12
Zedd,2017-04-08,21,Stay,21
James Arthur,2017-04-08,22,Say You Won't Let Go,21
Shawn Mendes,2017-04-08,23,Mercy,15
Future,2017-04-08,24,Mask Off,19
Migos,2017-04-08,25,T-shirt,19
Julia Michaels,2017-04-08,26,Issues,24
Bruno Mars,2017-04-08,27,24K Magic,4
Marian Hill,2017-04-08,28,Down,21
Drake,2017-04-08,29,Gyalchester,29
Post Malone,2017-04-08,30,Congratulations,30
Maroon 5,2017-04-08,31,Cold,16
Khalid,2017-04-08,32,Location,32
Justin Timberlake,2017-04-08,33,Can't Stop The Feeling!,1
Alessia Cara,2017-04-08,34,Scars To Your Beautiful,8
Drake,2017-04-08,35,Teenage Fever,35
Drake,2017-04-08,36,Sacrifices,36
The Weeknd,2017-04-08,37,Starboy,1
Drake,2017-04-08,38,Blem,38
Machine Gun Kelly X Camila Cabello,2017-04-08,39,Bad Things,4
Drake,2017-04-08,40,No Long Talk,40
Rae Sremmurd,2017-04-08,41,Swang,33
Ayo,2017-04-08,42,Rolex,34
Jon Pardi,2017-04-08,43,Dirt On My Boots,37
Maroon 5,2017-04-08,44,Don't Wanna Know,6
Drake,2017-04-08,45,Get It Together,45
Lady GaGa,2017-04-08,46,Million Reasons,4
DJ Snake,2017-04-08,47,Let Me Love You,4
Drake,2017-04-08,48,KMT,48
Drake,2017-04-08,49,Jorja Interlude,49
Drake,2017-04-08,50,4422,50
Drake,2017-04-08,51,Madiba Riddim,51
Luis Fonsi,2017-04-08,52,Despacito,52
Adele,2017-04-08,53,Water Under The Bridge,26
Drake,2017-04-08,54,Glow,54
Calvin Harris,2017-04-08,55,Slide,34
Chris Brown,2017-04-08,56,Party,40
Imagine Dragons,2017-04-08,57,Believer,41
Gucci Mane,2017-04-08,58,Both,41
Travis Scott,2017-04-08,59,Goosebumps,50
Drake,2017-04-08,60,Do Not Disturb,60
Drake,2017-04-08,61,Nothings Into Somethings,61
Drake,2017-04-08,62,Ice Melts,62
Auli'i Cravalho,2017-04-08,63,How Far I'll Go,41
Drake,2017-04-08,64,Lose You,64
Lorde,2017-04-08,65,Green Light,19
Xxxtentacion,2017-04-08,66,Look At Me!,61
Brett Young,2017-04-08,67,In Case You Didn't Know,67
Luke Combs,2017-04-08,68,Hurricane,66
Luke Bryan,2017-04-08,69,Fast,64
Drake,2017-04-08,70,Since Way Back,70
Childish Gambino,2017-04-08,71,Redbone,48
Ed Sheeran,2017-04-08,72,Castle On The Hill,6
Noah Cyrus,2017-04-08,73,Make Me (cry),46
Jason Aldean,2017-04-08,74,Any Ol' Barstool,70
Ariana Grande,2017-04-08,75,Everyday,55
Drake,2017-04-08,76,Skepta Interlude,76
Train,2017-04-08,77,Play That Song,41
Keith Urban,2017-04-08,78,The Fighter,53
Linkin Park,2017-04-08,79,Heavy,52
J. Cole,2017-04-08,80,Deja Vu,7
Michael Ray,2017-04-08,81,Think A Little Less,54
Drake,2017-04-08,82,Can't Have Everything,82
Big Sean,2017-04-08,83,Moves,38
Nicki Minaj,2017-04-08,84,No Frauds,14
Future,2017-04-08,85,Selfish,37
DJ Khaled,2017-04-08,86,Shining,57
Lauren Alaina,2017-04-08,87,Road Less Traveled,80
Machine Gun Kelly,2017-04-08,88,At My Best,88
Ed Sheeran,2017-04-08,89,Galway Girl,53
Starley,2017-04-08,90,Call On Me,70
Russ,2017-04-08,91,Losin Control,79
Josh Turner,2017-04-08,92,Hometown Girl,81
Brantley Gilbert,2017-04-08,93,The Weekend,69
Ed Sheeran,2017-04-08,94,Perfect,37
Future,2017-04-08,95,Draco,46
Eric Church,2017-04-08,96,Kill A Word,71
Rick Ross,2017-04-08,97,Trap Trap Trap,97
Jason DeRulo,2017-04-08,98,Swalla,98
The Weeknd,2017-04-08,99,Party Monster,16
Alessia Cara,2017-04-08,100,How Far I'll Go,56
Ed Sheeran,2017-04-01,1,Shape Of You,1
Bruno Mars,2017-04-01,2,That's What I Like,2
Migos,2017-04-01,3,Bad And Boujee,1
Zayn,2017-04-01,4,I Don't Wanna Live Forever (Fifty Shades Darker),2
The Weeknd,2017-04-01,5,I Feel It Coming,5
Kodak Black,2017-04-01,6,Tunnel Vision,6
Rihanna,2017-04-01,7,Love On The Brain,5
The Chainsmokers,2017-04-01,8,Something Just Like This,5
The Chainsmokers,2017-04-01,9,Paris,6
Kyle,2017-04-01,10,iSpy,10
Big Sean,2017-04-01,11,Bounce Back,6
Clean Bandit,2017-04-01,12,Rockabye,9
The Chainsmokers,2017-04-01,13,Closer,1
Nicki Minaj,2017-04-01,14,No Frauds,14
Katy Perry,2017-04-01,15,Chained To The Rhythm,4
Maroon 5,2017-04-01,16,Cold,16
Kygo,2017-04-01,17,It Ain't Me,12
Sam Hunt,2017-04-01,18,Body Like A Back Road,17
Future,2017-04-01,19,Mask Off,19
Shawn Mendes,2017-04-01,20,Mercy,15
James Arthur,2017-04-01,21,Say You Won't Let Go,21
Bruno Mars,2017-04-01,22,24K Magic,4
Marian Hill,2017-04-01,23,Down,21
Julia Michaels,2017-04-01,24,Issues,24
Alessia Cara,2017-04-01,25,Scars To Your Beautiful,8
Migos,2017-04-01,26,T-shirt,19
Zedd,2017-04-01,27,Stay,27
Justin Timberlake,2017-04-01,28,Can't Stop The Feeling!,1
Machine Gun Kelly X Camila Cabello,2017-04-01,29,Bad Things,4
The Weeknd,2017-04-01,30,Starboy,1
Drake,2017-04-01,31,Fake Love,8
Post Malone,2017-04-01,32,Congratulations,32
Rae Sremmurd,2017-04-01,33,Swang,33
Ayo,2017-04-01,34,Rolex,34
Khalid,2017-04-01,35,Location,35
Maroon 5,2017-04-01,36,Don't Wanna Know,6
Jon Pardi,2017-04-01,37,Dirt On My Boots,37
Lady GaGa,2017-04-01,38,Million Reasons,4
Lorde,2017-04-01,39,Green Light,19
Rae Sremmurd,2017-04-01,40,Black Beatles,1
DJ Snake,2017-04-01,41,Let Me Love You,4
Imagine Dragons,2017-04-01,42,Believer,41
Adele,2017-04-01,43,Water Under The Bridge,26
Chris Brown,2017-04-01,44,Party,40
Twenty One Pilots,2017-04-01,45,Heathens,2
Auli'i Cravalho,2017-04-01,46,How Far I'll Go,41
Noah Cyrus,2017-04-01,47,Make Me (cry),46
Calvin Harris,2017-04-01,48,Slide,34
Aminé,2017-04-01,49,Caroline,11
Travis Scott,2017-04-01,50,Goosebumps,50
Gucci Mane,2017-04-01,51,Both,41
Ed Sheeran,2017-04-01,52,Castle On The Hill,6
Luis Fonsi,2017-04-01,53,Despacito,52
Michael Ray,2017-04-01,54,Think A Little Less,54
Ariana Grande,2017-04-01,55,Everyday,55
Childish Gambino,2017-04-01,56,Redbone,48
J. Cole,2017-04-01,57,Deja Vu,7
Train,2017-04-01,58,Play That Song,41
Future,2017-04-01,59,Selfish,37
Ed Sheeran,2017-04-01,60,Perfect,37
Nicki Minaj,2017-04-01,61,Regret In Your Tears,61
Little Big Town,2017-04-01,62,Better Man,34
Ed Sheeran,2017-04-01,63,Galway Girl,53
Luke Bryan,2017-04-01,64,Fast,64
Xxxtentacion,2017-04-01,65,Look At Me!,61
Luke Combs,2017-04-01,66,Hurricane,66
DJ Khaled,2017-04-01,67,Shining,57
Brett Young,2017-04-01,68,In Case You Didn't Know,68
Linkin Park,2017-04-01,69,Heavy,52
Jason Aldean,2017-04-01,70,Any Ol' Barstool,70
Nicki Minaj,2017-04-01,71,Changed It,71
Frank Ocean,2017-04-01,72,Chanel,72
Big Sean,2017-04-01,73,Moves,38
Future,2017-04-01,74,Draco,46
Starley,2017-04-01,75,Call On Me,70
Alessia Cara,2017-04-01,76,How Far I'll Go,56
The Weeknd,2017-04-01,77,Party Monster,16
Lorde,2017-04-01,78,Liability,78
Russ,2017-04-01,79,Losin Control,79
Lauren Alaina,2017-04-01,80,Road Less Traveled,80
Josh Turner,2017-04-01,81,Hometown Girl,81
Bebe Rexha,2017-04-01,82,I Got You,43
Eric Church,2017-04-01,83,Kill A Word,71
Brantley Gilbert,2017-04-01,84,The Weekend,69
Ed Sheeran,2017-04-01,85,Dive,49
Chris Young,2017-04-01,86,Sober Saturday Night,47
Keith Urban,2017-04-01,87,The Fighter,53
Dierks Bentley,2017-04-01,88,Black,88
Brad Paisley,2017-04-01,89,Today,67
PnB Rock,2017-04-01,90,Selfish,51
Kelsea Ballerini,2017-04-01,91,Yeah Boy,91
Dwayne Johnson,2017-04-01,92,You're Welcome,65
2 Chainz X Gucci Mane X Quavo,2017-04-01,93,Good Drank,92
Ed Sheeran,2017-04-01,94,Happier,59
6Lack,2017-04-01,95,Prblms,95
Future,2017-04-01,96,Comin Out Strong,48
Shakira,2017-04-01,97,Chantaje,51
Nicky Jam,2017-04-01,98,El Amante,98
Migos,2017-04-01,99,Slippery,48
Martin Garrix,2017-04-01,100,Scared To Be Lonely,88
Ed Sheeran,2017-03-25,1,Shape Of You,1
Migos,2017-03-25,2,Bad And Boujee,1
Bruno Mars,2017-03-25,3,That's What I Like,3
Zayn,2017-03-25,4,I Don't Wanna Live Forever (Fifty Shades Darker),2
Rihanna,2017-03-25,5,Love On The Brain,5
Kodak Black,2017-03-25,6,Tunnel Vision,6
The Chainsmokers,2017-03-25,7,Paris,6
Big Sean,2017-03-25,8,Bounce Back,6
Clean Bandit,2017-03-25,9,Rockabye,9
The Chainsmokers,2017-03-25,10,Closer,1
The Chainsmokers,2017-03-25,11,Something Just Like This,5
The Weeknd,2017-03-25,12,I Feel It Coming,9
Katy Perry,2017-03-25,13,Chained To The Rhythm,4
Kyle,2017-03-25,14,iSpy,14
Shawn Mendes,2017-03-25,15,Mercy,15
Bruno Mars,2017-03-25,16,24K Magic,4
Sam Hunt,2017-03-25,17,Body Like A Back Road,17
Kygo,2017-03-25,18,It Ain't Me,12
Lorde,2017-03-25,19,Green Light,19
Maroon 5,2017-03-25,20,Cold,20
Alessia Cara,2017-03-25,21,Scars To Your Beautiful,8
Machine Gun Kelly X Camila Cabello,2017-03-25,22,Bad Things,4
Drake,2017-03-25,23,Fake Love,8
Justin Timberlake,2017-03-25,24,Can't Stop The Feeling!,1
Marian Hill,2017-03-25,25,Down,21
The Weeknd,2017-03-25,26,Starboy,1
Julia Michaels,2017-03-25,27,Issues,27
James Arthur,2017-03-25,28,Say You Won't Let Go,23
Lady GaGa,2017-03-25,29,Million Reasons,4
Migos,2017-03-25,30,T-shirt,19
Maroon 5,2017-03-25,31,Don't Wanna Know,6
Future,2017-03-25,32,Mask Off,32
Post Malone,2017-03-25,33,Congratulations,33
Zedd,2017-03-25,34,Stay,28
Rae Sremmurd,2017-03-25,35,Black Beatles,1
Rae Sremmurd,2017-03-25,36,Swang,35
Ed Sheeran,2017-03-25,37,Perfect,37
Khalid,2017-03-25,38,Location,38
Ed Sheeran,2017-03-25,39,Castle On The Hill,6
DJ Snake,2017-03-25,40,Let Me Love You,4
Imagine Dragons,2017-03-25,41,Believer,41
Jon Pardi,2017-03-25,42,Dirt On My Boots,39
Adele,2017-03-25,43,Water Under The Bridge,26
Twenty One Pilots,2017-03-25,44,Heathens,2
Jon Bellion,2017-03-25,45,All Time Low,16
Noah Cyrus,2017-03-25,46,Make Me (cry),46
Aminé,2017-03-25,47,Caroline,11
Ayo,2017-03-25,48,Rolex,48
Ed Sheeran,2017-03-25,49,Dive,49
Ariana Grande,2017-03-25,50,Side To Side,4
Chris Brown,2017-03-25,51,Party,40
Calvin Harris,2017-03-25,52,Slide,34
Ed Sheeran,2017-03-25,53,Galway Girl,53
Gucci Mane,2017-03-25,54,Both,41
Little Big Town,2017-03-25,55,Better Man,34
Luis Fonsi,2017-03-25,56,Despacito,52
Travis Scott,2017-03-25,57,Goosebumps,51
Michael Ray,2017-03-25,58,Think A Little Less,55
Ed Sheeran,2017-03-25,59,Happier,59
Auli'i Cravalho,2017-03-25,60,How Far I'll Go,41
Xxxtentacion,2017-03-25,61,Look At Me!,61
DJ Khaled,2017-03-25,62,Shining,57
Ariana Grande,2017-03-25,63,Everyday,58
J. Cole,2017-03-25,64,Deja Vu,7
Luke Bryan,2017-03-25,65,Fast,65
Future,2017-03-25,66,Selfish,37
Bebe Rexha,2017-03-25,67,I Got You,43
Train,2017-03-25,68,Play That Song,41
Childish Gambino,2017-03-25,69,Redbone,48
Jason Aldean,2017-03-25,70,Any Ol' Barstool,70
Big Sean,2017-03-25,71,Moves,38
Ed Sheeran,2017-03-25,72,New Man,72
Luke Combs,2017-03-25,73,Hurricane,73
Brad Paisley,2017-03-25,74,Today,67
Ed Sheeran,2017-03-25,75,Supermarket Flowers,75
The Weeknd,2017-03-25,76,Party Monster,16
Future,2017-03-25,77,Draco,46
Starley,2017-03-25,78,Call On Me,70
Linkin Park,2017-03-25,79,Heavy,52
Brett Young,2017-03-25,80,In Case You Didn't Know,75
Future,2017-03-25,81,Comin Out Strong,48
Chris Young,2017-03-25,82,Sober Saturday Night,47
Ed Sheeran,2017-03-25,83,What Do I Know?,83
Ed Sheeran,2017-03-25,84,How Would You Feel ( Paean),41
Lauren Alaina,2017-03-25,85,Road Less Traveled,80
Russ,2017-03-25,86,Losin Control,86
Brantley Gilbert,2017-03-25,87,The Weekend,69
Eric Church,2017-03-25,88,Kill A Word,71
Alessia Cara,2017-03-25,89,How Far I'll Go,56
Ed Sheeran,2017-03-25,90,Eraser,90
Future,2017-03-25,91,Used To This,14
Keith Urban,2017-03-25,92,The Fighter,53
Ed Sheeran,2017-03-25,93,Hearts Don't Break Around Here,93
PnB Rock,2017-03-25,94,Selfish,51
Josh Turner,2017-03-25,95,Hometown Girl,95
Ed Sheeran,2017-03-25,96,Barcelona,96
Shakira,2017-03-25,97,Chantaje,51
Kelsea Ballerini,2017-03-25,98,Yeah Boy,94
Thomas Rhett,2017-03-25,99,Star Of The Show,45
Blake Shelton,2017-03-25,100,A Guy With A Girl,42
Drake,2018-02-10,1,God's Plan,1
Ed Sheeran,2018-02-10,2,Perfect,1
Bruno Mars,2018-02-10,3,Finesse,3
Camila Cabello,2018-02-10,4,Havana,1
Post Malone,2018-02-10,5,Rockstar,1
Halsey,2018-02-10,6,Bad At Love,5
Dua Lipa,2018-02-10,7,New Rules,7
Migos,2018-02-10,8,Motor Sport,6
Justin Timberlake,2018-02-10,9,Say Something,9
Imagine Dragons,2018-02-10,10,Thunder,4
Bebe Rexha,2018-02-10,11,Meant To Be,11
Migos,2018-02-10,12,Stir Fry,12
G-Eazy,2018-02-10,13,No Limit,5
NF,2018-02-10,14,Let You Down,14
Kendrick Lamar,2018-02-10,15,Love.,12
G-Eazy,2018-02-10,16,Him & I,15
Post Malone,2018-02-10,17,I Fall Apart,16
Migos,2018-02-10,18,Walk It Talk It,18
Cardi B,2018-02-10,19,Bartier Cardi,14
Sam Smith,2018-02-10,20,Too Good At Goodbyes,4
Charlie Puth,2018-02-10,21,How Long,21
Ed Sheeran,2018-02-10,22,Shape Of You,1
Zedd,2018-02-10,23,The Middle,23
6ix9ine,2018-02-10,24,Gummo,12
Cardi B,2018-02-10,25,Bodak Yellow (Money Moves),1
Lil Pump,2018-02-10,26,Gucci Gang,3
Portugal. The Man,2018-02-10,27,Feel It Still,4
Jason Aldean,2018-02-10,28,You Make It Easy,28
Imagine Dragons,2018-02-10,29,Believer,4
Selena Gomez,2018-02-10,30,Wolves,20
Miguel,2018-02-10,31,Sky Walker,29
Camila Cabello,2018-02-10,32,Never Be The Same,30
Logic,2018-02-10,33,1-800-273-8255,3
A$AP Ferg,2018-02-10,34,Plain Jane,26
Khalid,2018-02-10,35,Young Dumb & Broke,22
Migos,2018-02-10,36,Narcos,36
Gucci Mane,2018-02-10,37,I Get The Bag,11
Max,2018-02-10,38,Lights Down Low,38
Thomas Rhett,2018-02-10,39,Marry Me,35
Kodak Black,2018-02-10,40,Roll In Peace,31
Bazzi,2018-02-10,41,Mine,41
Demi Lovato,2018-02-10,42,Sorry Not Sorry,6
Taylor Swift,2018-02-10,43,End Game,18
Eminem,2018-02-10,44,River,11
YoungBoy Never Broke Again,2018-02-10,45,Outside Today,45
Offset,2018-02-10,46,Ric Flair Drip,39
N*E*R*D,2018-02-10,47,Lemon,40
Migos,2018-02-10,48,BBO (Bad Bitches Only),48
Lil Uzi Vert,2018-02-10,49,The Way Life Goes,24
Hailee Steinfeld,2018-02-10,50,Let Me Go,40
Justin Timberlake,2018-02-10,51,Filthy,9
Migos,2018-02-10,52,Notice Me,52
Migos,2018-02-10,53,Supastars,53
Kendrick Lamar,2018-02-10,54,All The Stars,43
Drake,2018-02-10,55,Diplomatic Immunity,7
Maroon 5,2018-02-10,56,Wait,56
Russell Dickerson,2018-02-10,57,Yours,49
Old Dominion,2018-02-10,58,Written In The Sand,58
Macklemore,2018-02-10,59,Good Old Days,54
Chris Young,2018-02-10,60,Losing Sleep,60
Scotty McCreery,2018-02-10,61,Five More Minutes,61
Chris Stapleton,2018-02-10,62,Broken Halos,62
6ix9ine,2018-02-10,63,Keke,43
Migos,2018-02-10,64,White Sand,64
Lil Xan,2018-02-10,65,Betrayed,65
Famous Dex,2018-02-10,66,Pick It Up,58
Kane Brown,2018-02-10,67,Heaven,67
Lil Skies,2018-02-10,68,Nowadays,55
Walker Hayes,2018-02-10,69,You Broke Up With Me,67
Brett Young,2018-02-10,70,Like I Loved You,46
Keala Settle,2018-02-10,71,This Is Me,58
Luis Fonsi,2018-02-10,72,Échame La Culpa,47
Migos,2018-02-10,73,Gang Gang,73
Walk The Moon,2018-02-10,74,One Foot,74
Rich The Kid,2018-02-10,75,New Freezer,75
Devin Dawson,2018-02-10,76,All On Me,76
YoungBoy Never Broke Again,2018-02-10,77,No Smoke,61
