artist,date,rank,title,weeks
Brett Young,2017-08-12,44,In Case You Didn't Know,19
Linkin Park,2017-08-12,45,Heavy,45
SZA,2017-08-12,46,Love Galore,46
Keith Urban,2017-08-12,47,The Fighter,38
Thomas Rhett,2017-08-12,48,Craving You,39
Dustin Lynch,2017-08-12,49,Small Town Boy,49
Ayo,2017-08-12,50,Rolex,20
Meek Mill,2017-08-12,51,Whatever You Need,51
Dylan Scott,2017-08-12,52,My Girl,39
Bruno Mars,2017-08-12,53,Versace On The Floor,47
Selena Gomez,2017-08-12,54,Bad Liar,20
Portugal. The Man,2017-08-12,55,Feel It Still,55
Maluma,2017-08-12,56,Felices Los 4,48
Logic,2017-08-12,57,1-800-273-8255,47
Billy Currington,2017-08-12,58,Do I Make You Wanna,57
Kendrick Lamar,2017-08-12,59,DNA.,4
Midland,2017-08-12,60,Drinkin' Problem,54
China Anne McClain,2017-08-12,61,What's My Name,61
2 Chainz,2017-08-12,62,It's A Vibe,56
Kane Brown,2017-08-12,63,What Ifs,63
Kendrick Lamar,2017-08-12,64,Loyalty.,14
Travis Scott,2017-08-12,65,Butterfly Effect,60
Old Dominion,2017-08-12,66,No Such Thing As A Broken Heart,64
Cole Swindell,2017-08-12,67,Flatliner,66
Cheat Codes,2017-08-12,68,No Promises,68
Imagine Dragons,2017-08-12,69,Thunder,54
Lady Antebellum,2017-08-12,70,You Look Good,59
Wisin,2017-08-12,71,Escapate Conmigo,70
Hailee Steinfeld,2017-08-12,72,Most Girls,58
Jon Pardi,2017-08-12,73,Heartache On The Dance Floor,73
Goldlink,2017-08-12,74,Crew,74
Kendrick Lamar,2017-08-12,75,Love.,18
Justin Moore,2017-08-12,76,Somebody Else Will,76
Meek Mill,2017-08-12,77,Issues,77
Chris Brown,2017-08-12,78,Privacy,62
Meek Mill,2017-08-12,79,Wins & Losses,79
Drake,2017-08-12,80,Passionfruit,8
Descendants 2 Cast,2017-08-12,81,It's Goin' Down,81
Khalid,2017-08-12,82,Young Dumb & Broke,82
Meek Mill,2017-08-12,83,1942 Flows,83
Tee Grizzley,2017-08-12,84,First Day Out,48
Macklemore,2017-08-12,85,Glorious,85
Jason DeRulo,2017-08-12,86,Swalla,29
Rascal Flatts,2017-08-12,87,Yours If You Want It,71
2 Chainz,2017-08-12,88,4 AM,55
Florida Georgia Line,2017-08-12,89,"God, Your Mama, And Me",46
Fifth Harmony,2017-08-12,90,Down,42
Romeo Santos,2017-08-12,91,Imitadora,91
Enrique Iglesias,2017-08-12,92,Súbeme La Radio,81
Brothers Osborne,2017-08-12,93,It Ain't My Fault,93
Nicky Jam,2017-08-12,94,El Amante,92
Jay-Z,2017-08-12,95,The Story Of O.J.,23
Meek Mill,2017-08-12,96,We Ball,96
Meek Mill,2017-08-12,97,F**k That Check Up,97
Drake,2017-08-12,98,Signs,36
Meek Mill,2017-08-12,99,Heavy Heart,99
The Weeknd,2017-08-12,100,Reminder,31
Luis Fonsi,2017-08-05,1,Despacito,1
DJ Khaled,2017-08-05,2,Wild Thoughts,2
Bruno Mars,2017-08-05,3,That's What I Like,1
DJ Khaled,2017-08-05,4,I'm The One,1
French Montana,2017-08-05,5,Unforgettable,5
Ed Sheeran,2017-08-05,6,Shape Of You,1
Imagine Dragons,2017-08-05,7,Believer,6
Shawn Mendes,2017-08-05,8,There's Nothing Holdin' Me Back,8
Sam Hunt,2017-08-05,9,Body Like A Back Road,6
Charlie Puth,2017-08-05,10,Attention,10
Kendrick Lamar,2017-08-05,11,Humble.,1
Post Malone,2017-08-05,12,Congratulations,8
Childish Gambino,2017-08-05,13,Redbone,13
Zedd,2017-08-05,14,Stay,7
The Chainsmokers,2017-08-05,15,Something Just Like This,3
Lil Uzi Vert,2017-08-05,16,XO Tour Llif3,7
Halsey,2017-08-05,17,Now Or Never,17
Future,2017-08-05,18,Mask Off,5
Niall Horan,2017-08-05,19,Slow Hands,19
James Arthur,2017-08-05,20,Say You Won't Let Go,11
Kygo,2017-08-05,21,It Ain't Me,10
Ed Sheeran,2017-08-05,22,Castle On The Hill,6
Demi Lovato,2017-08-05,23,Sorry Not Sorry,23
Khalid,2017-08-05,24,Location,16
Liam Payne,2017-08-05,25,Strip That Down,25
Calvin Harris,2017-08-05,26,Feels,26
Selena Gomez,2017-08-05,27,Fetish,27
Julia Michaels,2017-08-05,28,Issues,11
Playboi Carti,2017-08-05,29,Magnolia,29
Selena Gomez,2017-08-05,30,Bad Liar,20
Miley Cyrus,2017-08-05,31,Malibu,10
David Guetta,2017-08-05,32,2U,16
YFN Lucci,2017-08-05,33,Everyday We Lit,33
21 Savage,2017-08-05,34,Bank Account,33
Migos,2017-08-05,35,Slippery,29
The Chainsmokers,2017-08-05,36,Closer,1
Brett Young,2017-08-05,37,In Case You Didn't Know,19
A Boogie Wit Da Hoodie,2017-08-05,38,Drowning,38
Dylan Scott,2017-08-05,39,My Girl,39
Ke$ha,2017-08-05,40,Praying,25
Yo Gotti,2017-08-05,41,Rake It Up,41
J. Balvin,2017-08-05,42,Mi Gente,42
Ayo,2017-08-05,43,Rolex,20
Thomas Rhett,2017-08-05,44,Craving You,39
Migos,2017-08-05,45,Bad And Boujee,1
Kyle,2017-08-05,46,iSpy,4
Bruno Mars,2017-08-05,47,Versace On The Floor,47
Maluma,2017-08-05,48,Felices Los 4,48
Cardi B,2017-08-05,49,Bodak Yellow (Money Moves),49
Bruno Mars,2017-08-05,50,24K Magic,4
Kendrick Lamar,2017-08-05,51,DNA.,4
Dustin Lynch,2017-08-05,52,Small Town Boy,52
SZA,2017-08-05,53,Love Galore,53
Midland,2017-08-05,54,Drinkin' Problem,54
Logic,2017-08-05,55,1-800-273-8255,47
2 Chainz,2017-08-05,56,It's A Vibe,56
Billy Currington,2017-08-05,57,Do I Make You Wanna,57
Hailee Steinfeld,2017-08-05,58,Most Girls,58
Imagine Dragons,2017-08-05,59,Thunder,54
Travis Scott,2017-08-05,60,Butterfly Effect,60
Jay-Z,2017-08-05,61,4:44,35
Kendrick Lamar,2017-08-05,62,Loyalty.,14
Portugal. The Man,2017-08-05,63,Feel It Still,63
Old Dominion,2017-08-05,64,No Such Thing As A Broken Heart,64
Kane Brown,2017-08-05,65,What Ifs,65
Cole Swindell,2017-08-05,66,Flatliner,66
Lady Antebellum,2017-08-05,67,You Look Good,59
Cheat Codes,2017-08-05,68,No Promises,68
Tee Grizzley,2017-08-05,69,First Day Out,48
Wisin,2017-08-05,70,Escapate Conmigo,70
Rascal Flatts,2017-08-05,71,Yours If You Want It,71
Jay-Z,2017-08-05,72,The Story Of O.J.,23
Camila Cabello,2017-08-05,73,Crying In The Club,47
Drake,2017-08-05,74,Passionfruit,8
French Montana,2017-08-05,75,A Lie,75
Chris Brown,2017-08-05,76,Privacy,62
Kendrick Lamar,2017-08-05,77,Love.,18
Fifth Harmony,2017-08-05,78,Down,42
Jason DeRulo,2017-08-05,79,Swalla,29
Florida Georgia Line,2017-08-05,80,"God, Your Mama, And Me",46
Jon Pardi,2017-08-05,81,Heartache On The Dance Floor,81
Goldlink,2017-08-05,82,Crew,82
2 Chainz,2017-08-05,83,4 AM,55
Justin Moore,2017-08-05,84,Somebody Else Will,83
Blake Shelton,2017-08-05,85,Every Time I Hear That Song,56
Jake Paul,2017-08-05,86,Jerika,86
Lady GaGa,2017-08-05,87,The Cure,39
Drake,2017-08-05,88,Signs,36
Meek Mill,2017-08-05,89,Whatever You Need,82
The Weeknd,2017-08-05,90,Reminder,31
Khalid,2017-08-05,91,Young Dumb & Broke,91
Nicky Jam,2017-08-05,92,El Amante,92
AJR,2017-08-05,93,Weak,73
Brothers Osborne,2017-08-05,94,It Ain't My Fault,94
Enrique Iglesias,2017-08-05,95,Súbeme La Radio,81
Ke$ha,2017-08-05,96,Woman,96
Calvin Harris,2017-08-05,97,Rollin,62
Kendrick Lamar,2017-08-05,98,Element.,16
Macklemore,2017-08-05,99,Glorious,89
Metro Boomin,2017-08-05,100,No Complaints,71
Luis Fonsi,2017-07-29,1,Despacito,1
DJ Khaled,2017-07-29,2,Wild Thoughts,2
DJ Khaled,2017-07-29,3,I'm The One,1
Bruno Mars,2017-07-29,4,That's What I Like,1
Ed Sheeran,2017-07-29,5,Shape Of You,1
Kendrick Lamar,2017-07-29,6,Humble.,1
Imagine Dragons,2017-07-29,7,Believer,6
Shawn Mendes,2017-07-29,8,There's Nothing Holdin' Me Back,8
French Montana,2017-07-29,9,Unforgettable,9
Sam Hunt,2017-07-29,10,Body Like A Back Road,6
Post Malone,2017-07-29,11,Congratulations,8
Zedd,2017-07-29,12,Stay,7
Charlie Puth,2017-07-29,13,Attention,13
Childish Gambino,2017-07-29,14,Redbone,14
The Chainsmokers,2017-07-29,15,Something Just Like This,3
Lil Uzi Vert,2017-07-29,16,XO Tour Llif3,7
Halsey,2017-07-29,17,Now Or Never,17
Future,2017-07-29,18,Mask Off,5
Niall Horan,2017-07-29,19,Slow Hands,19
Julia Michaels,2017-07-29,20,Issues,11
James Arthur,2017-07-29,21,Say You Won't Let Go,11
Kygo,2017-07-29,22,It Ain't Me,10
Jay-Z,2017-07-29,23,The Story Of O.J.,23
Ed Sheeran,2017-07-29,24,Castle On The Hill,6
Ke$ha,2017-07-29,25,Praying,25
Khalid,2017-07-29,26,Location,16
Selena Gomez,2017-07-29,27,Bad Liar,20
Liam Payne,2017-07-29,28,Strip That Down,28
Playboi Carti,2017-07-29,29,Magnolia,29
Calvin Harris,2017-07-29,30,Feels,26
Miley Cyrus,2017-07-29,31,Malibu,10
David Guetta,2017-07-29,32,2U,16
21 Savage,2017-07-29,33,Bank Account,33
Migos,2017-07-29,34,Slippery,29
Jay-Z,2017-07-29,35,4:44,35
YFN Lucci,2017-07-29,36,Everyday We Lit,35
The Chainsmokers,2017-07-29,37,Closer,1
Brett Young,2017-07-29,38,In Case You Didn't Know,19
Kyle,2017-07-29,39,iSpy,4
Ayo,2017-07-29,40,Rolex,20
Thomas Rhett,2017-07-29,41,Craving You,39
A Boogie Wit Da Hoodie,2017-07-29,42,Drowning,39
Migos,2017-07-29,43,Bad And Boujee,1
Dylan Scott,2017-07-29,44,My Girl,43
Calvin Harris,2017-07-29,45,Slide,25
Kendrick Lamar,2017-07-29,46,DNA.,4
Jay-Z,2017-07-29,47,Bam,47
Bruno Mars,2017-07-29,48,24K Magic,4
Maluma,2017-07-29,49,Felices Los 4,49
Luke Combs,2017-07-29,50,Hurricane,31
Jay-Z,2017-07-29,51,Family Feud,51
Demi Lovato,2017-07-29,52,Sorry Not Sorry,52
J. Balvin,2017-07-29,53,Mi Gente,53
Dustin Lynch,2017-07-29,54,Small Town Boy,54
Jay-Z,2017-07-29,55,Kill Jay-Z,55
Jay-Z,2017-07-29,56,Smile,56
Bruno Mars,2017-07-29,57,Versace On The Floor,56
Billy Currington,2017-07-29,58,Do I Make You Wanna,58
Tee Grizzley,2017-07-29,59,First Day Out,48
Midland,2017-07-29,60,Drinkin' Problem,58
Logic,2017-07-29,61,1-800-273-8255,47
SZA,2017-07-29,62,Love Galore,62
Jay-Z,2017-07-29,63,Caught Their Eyes,63
2 Chainz,2017-07-29,64,It's A Vibe,58
Jason DeRulo,2017-07-29,65,Swalla,29
Hailee Steinfeld,2017-07-29,66,Most Girls,66
Drake,2017-07-29,67,Passionfruit,8
Yo Gotti,2017-07-29,68,Rake It Up,68
Florida Georgia Line,2017-07-29,69,"God, Your Mama, And Me",46
Imagine Dragons,2017-07-29,70,Thunder,54
Camila Cabello,2017-07-29,71,Crying In The Club,47
Wisin,2017-07-29,72,Escapate Conmigo,72
Old Dominion,2017-07-29,73,No Such Thing As A Broken Heart,73
Kendrick Lamar,2017-07-29,74,Loyalty.,14
Cole Swindell,2017-07-29,75,Flatliner,67
2 Chainz,2017-07-29,76,4 AM,55
Chris Brown,2017-07-29,77,Privacy,62
Cardi B,2017-07-29,78,Bodak Yellow (Money Moves),78
Blake Shelton,2017-07-29,79,Every Time I Hear That Song,56
Portugal. The Man,2017-07-29,80,Feel It Still,80
Rascal Flatts,2017-07-29,81,Yours If You Want It,75
Kendrick Lamar,2017-07-29,82,Love.,18
Drake,2017-07-29,83,Signs,36
Lady GaGa,2017-07-29,84,The Cure,39
Kane Brown,2017-07-29,85,What Ifs,79
Jay-Z,2017-07-29,86,Moonlight,86
Lady Antebellum,2017-07-29,87,You Look Good,59
Cheat Codes,2017-07-29,88,No Promises,74
Macklemore,2017-07-29,89,Glorious,89
Jay-Z,2017-07-29,90,Marcy Me,90
Zedd,2017-07-29,91,Get Low,91
Selena Gomez,2017-07-29,92,Fetish,92
Justin Moore,2017-07-29,93,Somebody Else Will,83
21 Savage,2017-07-29,94,Famous,94
AJR,2017-07-29,95,Weak,73
Jon Pardi,2017-07-29,96,Heartache On The Dance Floor,89
Travis Scott,2017-07-29,97,Butterfly Effect,81
Goldlink,2017-07-29,98,Crew,94
The Weeknd,2017-07-29,99,Reminder,31
Kendrick Lamar,2017-07-29,100,Element.,16
Luis Fonsi,2017-07-22,1,Despacito,1
DJ Khaled,2017-07-22,2,I'm The One,1
Bruno Mars,2017-07-22,3,That's What I Like,1
DJ Khaled,2017-07-22,4,Wild Thoughts,3
Ed Sheeran,2017-07-22,5,Shape Of You,1
Kendrick Lamar,2017-07-22,6,Humble.,1
Imagine Dragons,2017-07-22,7,Believer,6
Sam Hunt,2017-07-22,8,Body Like A Back Road,6
Post Malone,2017-07-22,9,Congratulations,8
French Montana,2017-07-22,10,Unforgettable,10
Zedd,2017-07-22,11,Stay,7
Future,2017-07-22,12,Mask Off,5
The Chainsmokers,2017-07-22,13,Something Just Like This,3
Shawn Mendes,2017-07-22,14,There's Nothing Holdin' Me Back,14
Charlie Puth,2017-07-22,15,Attention,15
Childish Gambino,2017-07-22,16,Redbone,14
Lil Uzi Vert,2017-07-22,17,XO Tour Llif3,7
Halsey,2017-07-22,18,Now Or Never,18
Julia Michaels,2017-07-22,19,Issues,11
James Arthur,2017-07-22,20,Say You Won't Let Go,11
Kygo,2017-07-22,21,It Ain't Me,10
Niall Horan,2017-07-22,22,Slow Hands,21
Ed Sheeran,2017-07-22,23,Castle On The Hill,6
Khalid,2017-07-22,24,Location,16
Selena Gomez,2017-07-22,25,Bad Liar,20
Calvin Harris,2017-07-22,26,Feels,26
David Guetta,2017-07-22,27,2U,16
Liam Payne,2017-07-22,28,Strip That Down,28
Migos,2017-07-22,29,Slippery,29
Playboi Carti,2017-07-22,30,Magnolia,29
Miley Cyrus,2017-07-22,31,Malibu,10
Calvin Harris,2017-07-22,32,Slide,25
Ayo,2017-07-22,33,Rolex,20
Kyle,2017-07-22,34,iSpy,4
YFN Lucci,2017-07-22,35,Everyday We Lit,35
The Chainsmokers,2017-07-22,36,Closer,1
Brett Young,2017-07-22,37,In Case You Didn't Know,19
Migos,2017-07-22,38,Bad And Boujee,1
Thomas Rhett,2017-07-22,39,Craving You,39
Bruno Mars,2017-07-22,40,24K Magic,4
A Boogie Wit Da Hoodie,2017-07-22,41,Drowning,39
Kendrick Lamar,2017-07-22,42,DNA.,4
Dylan Scott,2017-07-22,43,My Girl,43
Jason DeRulo,2017-07-22,44,Swalla,29
Keith Urban,2017-07-22,45,The Fighter,38
Luke Combs,2017-07-22,46,Hurricane,31
Travis Scott,2017-07-22,47,Goosebumps,32
Migos,2017-07-22,48,T-shirt,19
Tee Grizzley,2017-07-22,49,First Day Out,48
Lady GaGa,2017-07-22,50,The Cure,39
Drake,2017-07-22,51,Passionfruit,8
Florida Georgia Line,2017-07-22,52,"God, Your Mama, And Me",46
Camila Cabello,2017-07-22,53,Crying In The Club,47
Drake,2017-07-22,54,Signs,36
Kodak Black,2017-07-22,55,Tunnel Vision,6
Bruno Mars,2017-07-22,56,Versace On The Floor,56
Blake Shelton,2017-07-22,57,Every Time I Hear That Song,56
Midland,2017-07-22,58,Drinkin' Problem,58
Imagine Dragons,2017-07-22,59,Thunder,54
Dustin Lynch,2017-07-22,60,Small Town Boy,60
Maluma,2017-07-22,61,Felices Los 4,61
Billy Currington,2017-07-22,62,Do I Make You Wanna,62
2 Chainz,2017-07-22,63,It's A Vibe,58
Logic,2017-07-22,64,1-800-273-8255,47
2 Chainz,2017-07-22,65,4 AM,55
Chris Brown,2017-07-22,66,Privacy,62
Cole Swindell,2017-07-22,67,Flatliner,67
Lady Antebellum,2017-07-22,68,You Look Good,59
Kendrick Lamar,2017-07-22,69,Love.,18
J. Balvin,2017-07-22,70,Mi Gente,70
SZA,2017-07-22,71,Love Galore,70
Kendrick Lamar,2017-07-22,72,Loyalty.,14
Harry Styles,2017-07-22,73,Sign Of The Times,4
Old Dominion,2017-07-22,74,No Such Thing As A Broken Heart,74
Rascal Flatts,2017-07-22,75,Yours If You Want It,75
Calvin Harris,2017-07-22,76,Rollin,62
Metro Boomin,2017-07-22,77,No Complaints,71
Yo Gotti,2017-07-22,78,Rake It Up,78
Kane Brown,2017-07-22,79,What Ifs,79
AJR,2017-07-22,80,Weak,73
Portugal. The Man,2017-07-22,81,Feel It Still,81
Cheat Codes,2017-07-22,82,No Promises,74
Justin Moore,2017-07-22,83,Somebody Else Will,83
Wisin,2017-07-22,84,Escapate Conmigo,84
Cardi B,2017-07-22,85,Bodak Yellow (Money Moves),85
Fifth Harmony,2017-07-22,86,Down,42
"Tyler, The Creator",2017-07-22,87,Who Dat Boy,87
Katy Perry,2017-07-22,88,Swish Swish,46
Jon Pardi,2017-07-22,89,Heartache On The Dance Floor,89
Drake,2017-07-22,90,Portland,9
The Weeknd,2017-07-22,91,Reminder,31
Hailee Steinfeld,2017-07-22,92,Most Girls,75
Travis Scott,2017-07-22,93,Butterfly Effect,81
Nicky Jam,2017-07-22,94,El Amante,93
Russ,2017-07-22,95,Losin Control,62
Kendrick Lamar,2017-07-22,96,Element.,16
Brothers Osborne,2017-07-22,97,It Ain't My Fault,97
Goldlink,2017-07-22,98,Crew,94
Future,2017-07-22,99,Extra Luv,99
Dan + Shay,2017-07-22,100,How Not To,57
Luis Fonsi,2017-07-15,1,Despacito,1
DJ Khaled,2017-07-15,2,I'm The One,1
DJ Khaled,2017-07-15,3,Wild Thoughts,3
Bruno Mars,2017-07-15,4,That's What I Like,1
Ed Sheeran,2017-07-15,5,Shape Of You,1
Imagine Dragons,2017-07-15,6,Believer,6
Kendrick Lamar,2017-07-15,7,Humble.,1
Post Malone,2017-07-15,8,Congratulations,8
Future,2017-07-15,9,Mask Off,5
The Chainsmokers,2017-07-15,10,Something Just Like This,3
Zedd,2017-07-15,11,Stay,7
Sam Hunt,2017-07-15,12,Body Like A Back Road,6
French Montana,2017-07-15,13,Unforgettable,13
Childish Gambino,2017-07-15,14,Redbone,14
Lil Uzi Vert,2017-07-15,15,XO Tour Llif3,7
Julia Michaels,2017-07-15,16,Issues,11
James Arthur,2017-07-15,17,Say You Won't Let Go,11
Shawn Mendes,2017-07-15,18,There's Nothing Holdin' Me Back,18
Halsey,2017-07-15,19,Now Or Never,19
Kygo,2017-07-15,20,It Ain't Me,10
Niall Horan,2017-07-15,21,Slow Hands,21
Ed Sheeran,2017-07-15,22,Castle On The Hill,6
Charlie Puth,2017-07-15,23,Attention,23
Selena Gomez,2017-07-15,24,Bad Liar,20
Miley Cyrus,2017-07-15,25,Malibu,10
Khalid,2017-07-15,26,Location,16
David Guetta,2017-07-15,27,2U,16
Kyle,2017-07-15,28,iSpy,4
Ayo,2017-07-15,29,Rolex,20
Playboi Carti,2017-07-15,30,Magnolia,29
Migos,2017-07-15,31,Slippery,31
Brett Young,2017-07-15,32,In Case You Didn't Know,19
Liam Payne,2017-07-15,33,Strip That Down,33
The Chainsmokers,2017-07-15,34,Closer,1
Migos,2017-07-15,35,Bad And Boujee,1
Drake,2017-07-15,36,Signs,36
YFN Lucci,2017-07-15,37,Everyday We Lit,37
Jason DeRulo,2017-07-15,38,Swalla,29
A Boogie Wit Da Hoodie,2017-07-15,39,Drowning,39
Bruno Mars,2017-07-15,40,24K Magic,4
Kendrick Lamar,2017-07-15,41,DNA.,4
Travis Scott,2017-07-15,42,Goosebumps,32
Luke Combs,2017-07-15,43,Hurricane,31
Thomas Rhett,2017-07-15,44,Craving You,44
Dylan Scott,2017-07-15,45,My Girl,45
Lady GaGa,2017-07-15,46,The Cure,39
Keith Urban,2017-07-15,47,The Fighter,38
Tee Grizzley,2017-07-15,48,First Day Out,48
Migos,2017-07-15,49,T-shirt,19
Camila Cabello,2017-07-15,50,Crying In The Club,47
Kodak Black,2017-07-15,51,Tunnel Vision,6
Drake,2017-07-15,52,Passionfruit,8
Florida Georgia Line,2017-07-15,53,"God, Your Mama, And Me",46
Imagine Dragons,2017-07-15,54,Thunder,54
Calvin Harris,2017-07-15,55,Slide,25
Blake Shelton,2017-07-15,56,Every Time I Hear That Song,56
Calvin Harris,2017-07-15,57,Feels,51
Harry Styles,2017-07-15,58,Sign Of The Times,4
2 Chainz,2017-07-15,59,4 AM,55
Kendrick Lamar,2017-07-15,60,Loyalty.,14
Midland,2017-07-15,61,Drinkin' Problem,61
Chris Brown,2017-07-15,62,Privacy,62
2 Chainz,2017-07-15,63,It's A Vibe,58
Logic,2017-07-15,64,1-800-273-8255,47
Dustin Lynch,2017-07-15,65,Small Town Boy,65
Maluma,2017-07-15,66,Felices Los 4,63
Kendrick Lamar,2017-07-15,67,Love.,18
DJ Khaled,2017-07-15,68,Don't Quit,68
Cole Swindell,2017-07-15,69,Flatliner,69
Lady Antebellum,2017-07-15,70,You Look Good,59
Metro Boomin,2017-07-15,71,No Complaints,71
Billy Currington,2017-07-15,72,Do I Make You Wanna,72
DJ Khaled,2017-07-15,73,To The Max,53
SZA,2017-07-15,74,Love Galore,70
AJR,2017-07-15,75,Weak,73
Rascal Flatts,2017-07-15,76,Yours If You Want It,75
Old Dominion,2017-07-15,77,No Such Thing As A Broken Heart,77
Bruno Mars,2017-07-15,78,Versace On The Floor,78
Drake,2017-07-15,79,Portland,9
Dan + Shay,2017-07-15,80,How Not To,57
Kane Brown,2017-07-15,81,What Ifs,81
Cheat Codes,2017-07-15,82,No Promises,74
Darius Rucker,2017-07-15,83,If I Told You,53
Portugal. The Man,2017-07-15,84,Feel It Still,84
Justin Moore,2017-07-15,85,Somebody Else Will,85
Fifth Harmony,2017-07-15,86,Down,42
Travis Scott,2017-07-15,87,Butterfly Effect,81
DJ Khaled,2017-07-15,88,On Everything,88
Kendrick Lamar,2017-07-15,89,Element.,16
Katy Perry,2017-07-15,90,Swish Swish,46
Maroon 5,2017-07-15,91,Cold,16
Russ,2017-07-15,92,Losin Control,62
The Weeknd,2017-07-15,93,Reminder,31
Goldlink,2017-07-15,94,Crew,94
Hailee Steinfeld,2017-07-15,95,Most Girls,75
Wisin,2017-07-15,96,Escapate Conmigo,89
2 Chainz X Gucci Mane X Quavo,2017-07-15,97,Good Drank,70
DJ Khaled,2017-07-15,98,Shining,57
Playboi Carti,2017-07-15,99,Woke Up Like This,76
Brothers Osborne,2017-07-15,100,It Ain't My Fault,99
Ed Sheeran,2017-03-18,1,Shape Of You,1
Migos,2017-03-18,2,Bad And Boujee,1
Zayn,2017-03-18,3,I Don't Wanna Live Forever (Fifty Shades Darker),2
Bruno Mars,2017-03-18,4,That's What I Like,4
The Chainsmokers,2017-03-18,5,Something Just Like This,5
Rihanna,2017-03-18,6,Love On The Brain,6
The Chainsmokers,2017-03-18,7,Paris,6
Kodak Black,2017-03-18,8,Tunnel Vision,8
Big Sean,2017-03-18,9,Bounce Back,6
The Chainsmokers,2017-03-18,10,Closer,1
The Weeknd,2017-03-18,11,I Feel It Coming,9
Katy Perry,2017-03-18,12,Chained To The Rhythm,4
Justin Timberlake,2017-03-18,13,Can't Stop The Feeling!,1
Kyle,2017-03-18,14,iSpy,14
Machine Gun Kelly X Camila Cabello,2017-03-18,15,Bad Things,4
Drake,2017-03-18,16,Fake Love,8
Shawn Mendes,2017-03-18,17,Mercy,17
Bruno Mars,2017-03-18,18,24K Magic,4
Alessia Cara,2017-03-18,19,Scars To Your Beautiful,8
Sam Hunt,2017-03-18,20,Body Like A Back Road,20
Marian Hill,2017-03-18,21,Down,21
Kygo,2017-03-18,22,It Ain't Me,12
The Weeknd,2017-03-18,23,Starboy,1
Clean Bandit,2017-03-18,24,Rockabye,21
Maroon 5,2017-03-18,25,Don't Wanna Know,6
James Arthur,2017-03-18,26,Say You Won't Let Go,23
Julia Michaels,2017-03-18,27,Issues,27
Zedd,2017-03-18,28,Stay,28
Rae Sremmurd,2017-03-18,29,Black Beatles,1
Lady GaGa,2017-03-18,30,Million Reasons,4
Migos,2017-03-18,31,T-shirt,19
Maroon 5,2017-03-18,32,Cold,23
Jon Bellion,2017-03-18,33,All Time Low,16
Calvin Harris,2017-03-18,34,Slide,34
Post Malone,2017-03-18,35,Congratulations,33
DJ Snake,2017-03-18,36,Let Me Love You,4
Future,2017-03-18,37,Selfish,37
Aminé,2017-03-18,38,Caroline,11
Ariana Grande,2017-03-18,39,Side To Side,4
Rae Sremmurd,2017-03-18,40,Swang,35
Adele,2017-03-18,41,Water Under The Bridge,26
Little Big Town,2017-03-18,42,Better Man,34
Twenty One Pilots,2017-03-18,43,Heathens,2
Jon Pardi,2017-03-18,44,Dirt On My Boots,39
Shawn Mendes,2017-03-18,45,Treat You Better,6
Future,2017-03-18,46,Mask Off,46
Chris Brown,2017-03-18,47,Party,40
Future,2017-03-18,48,Comin Out Strong,48
Gucci Mane,2017-03-18,49,Both,41
Bebe Rexha,2017-03-18,50,I Got You,43
Khalid,2017-03-18,51,Location,44
Luis Fonsi,2017-03-18,52,Despacito,52
Auli'i Cravalho,2017-03-18,53,How Far I'll Go,41
J. Cole,2017-03-18,54,Deja Vu,7
Michael Ray,2017-03-18,55,Think A Little Less,55
Noah Cyrus,2017-03-18,56,Make Me (cry),46
Travis Scott,2017-03-18,57,Goosebumps,51
Ariana Grande,2017-03-18,58,Everyday,58
Imagine Dragons,2017-03-18,59,Believer,43
Ayo,2017-03-18,60,Rolex,60
DJ Khaled,2017-03-18,61,Shining,57
Train,2017-03-18,62,Play That Song,41
Chris Young,2017-03-18,63,Sober Saturday Night,47
Future,2017-03-18,64,Draco,46
Big Sean,2017-03-18,65,Moves,38
Xxxtentacion,2017-03-18,66,Look At Me!,66
The Weeknd,2017-03-18,67,Party Monster,16
Luke Bryan,2017-03-18,68,Fast,68
Brad Paisley,2017-03-18,69,Today,67
Jason Aldean,2017-03-18,70,Any Ol' Barstool,70
Starley,2017-03-18,71,Call On Me,70
DJ Suede The Remix God,2017-03-18,72,Cash Me Outside (#cashmeoutside),72
Lana Del Rey,2017-03-18,73,Love,44
Luke Combs,2017-03-18,74,Hurricane,74
Ed Sheeran,2017-03-18,75,Castle On The Hill,6
Future,2017-03-18,76,Used To This,14
21 Savage,2017-03-18,77,No Heart,43
Gucci Mane,2017-03-18,78,Make Love,78
Eric Church,2017-03-18,79,Kill A Word,71
Alessia Cara,2017-03-18,80,How Far I'll Go,56
Brantley Gilbert,2017-03-18,81,The Weekend,69
Linkin Park,2017-03-18,82,Heavy,52
Childish Gambino,2017-03-18,83,Redbone,48
Lauren Alaina,2017-03-18,84,Road Less Traveled,80
Brett Young,2017-03-18,85,In Case You Didn't Know,75
PnB Rock,2017-03-18,86,Selfish,51
Thomas Rhett,2017-03-18,87,Star Of The Show,45
John Legend,2017-03-18,88,Love Me Now,23
Russ,2017-03-18,89,Losin Control,89
Shakira,2017-03-18,90,Chantaje,51
Blake Shelton,2017-03-18,91,A Guy With A Girl,42
Florida Georgia Line,2017-03-18,92,"God, Your Mama, And Me",92
Keith Urban,2017-03-18,93,The Fighter,53
Migos,2017-03-18,94,Slippery,48
PartyNextDoor,2017-03-18,95,Not Nice,82
Josh Turner,2017-03-18,96,Hometown Girl,96
